,Course,Course Title,School,School Code,Department Name,Course Subject,Course Number,Average GPA,Total Grades,Level,Weeder,weeded%,Easy A,A%
148,ARCH 412,"Architectural Design I

The sequence continues in the integration and translation of the knowledge, understanding, experience and skill gained in previous courses into architectural solutions to satisfy given needs, conditions and means.  The primary emphasis is the development of insight into the solution of building and environmental design problems:  how they are studies (analysis), how they are approached and carried through (process) and how they are conceptualized and developed (synthesis).  Assigned projects require the student to consider issues of human scale and behavior, environmental responsibility and building construction at a level of greater complexity than previously encountered.",Architecture & Urban Planning,AUP,College of Architecture & Urban Planning,ARCH,412,3.640579710144928,69,400.0,False,0.0,False,72.46376811594203
149,ARCH 413,"History:

This course surveys key themes in the history of architecture and urbanism from antiquity to the present.  The course is intended to introduce students to leading developments in the history and theory of architecture and urban design, both and chronologically and thematically.  The scope of material covered in this course is broad in geographical terms, and will include settings in Europe, Asia, The Americas and Africa.  The course seeks to illuminate ways that architecture has historically been shaped by the formal and theoretical intentions of the architect, the preference and needs of the client, and the particular mix of social, economic, cultural and technical practices present in a given time and place.  Our objective is to provide a conceptual framework to help students both digest a substantial body of visual and factual information, and develop new habits of seeing, analyzing and thinking critically about architecture.",Architecture & Urban Planning,AUP,College of Architecture & Urban Planning,ARCH,413,3.273333333333334,30,400.0,False,10.0,False,56.666666666666664
150,ARCH 417,Construction,Architecture & Urban Planning,AUP,College of Architecture & Urban Planning,ARCH,417,3.6628571428571424,35,400.0,False,0.0,False,71.42857142857143
151,ARCH 422,Arch Design II,Architecture & Urban Planning,AUP,College of Architecture & Urban Planning,ARCH,422,3.517105263157895,76,400.0,False,0.0,False,51.31578947368421
152,ARCH 425,Environmental Systems,Architecture & Urban Planning,AUP,College of Architecture & Urban Planning,ARCH,425,3.759411764705882,170,400.0,False,1.1764705882352942,False,86.47058823529412
153,ARCH 427,Construction II,Architecture & Urban Planning,AUP,College of Architecture & Urban Planning,ARCH,427,3.333928571428572,56,400.0,False,3.571428571428571,False,44.642857142857146
154,ARCH 432,Arch Des III,Architecture & Urban Planning,AUP,College of Architecture & Urban Planning,ARCH,432,3.5154639175257736,97,400.0,False,0.0,False,59.79381443298969
155,ARCH 441,Wallenberg Seminar,Architecture & Urban Planning,AUP,College of Architecture & Urban Planning,ARCH,441,4.0,51,400.0,False,0.0,True,100.0
156,ARCH 442,Arch Des IV,Architecture & Urban Planning,AUP,College of Architecture & Urban Planning,ARCH,442,3.5700934579439245,107,400.0,False,1.8691588785046727,False,59.813084112149525
157,ARCH 505,Special Topics in Environmental Technology,Architecture & Urban Planning,AUP,College of Architecture & Urban Planning,ARCH,505,3.871794871794871,39,500.0,False,0.0,False,87.17948717948718
158,ARCH 506,Special Topics in Design Fundamentals,Architecture & Urban Planning,AUP,College of Architecture & Urban Planning,ARCH,506,3.6921787709497207,179,500.0,False,0.5586592178770949,False,70.94972067039106
159,ARCH 509,Experimental Course,Architecture & Urban Planning,AUP,College of Architecture & Urban Planning,ARCH,509,3.7579047619047623,525,500.0,False,0.38095238095238093,False,83.04761904761905
160,ARCH 515,Sustainable Systems,Architecture & Urban Planning,AUP,College of Architecture & Urban Planning,ARCH,515,3.5496732026143794,306,500.0,False,0.32679738562091504,False,60.78431372549019
161,ARCH 516,Architectural Representation,Architecture & Urban Planning,AUP,College of Architecture & Urban Planning,ARCH,516,3.694098360655737,305,500.0,False,0.0,False,75.40983606557377
162,ARCH 527,Integrative Systems,Architecture & Urban Planning,AUP,College of Architecture & Urban Planning,ARCH,527,3.330960854092527,281,500.0,False,1.0676156583629894,False,49.11032028469751
163,ARCH 537,Fabrication,Architecture & Urban Planning,AUP,College of Architecture & Urban Planning,ARCH,537,3.789473684210526,304,500.0,False,0.0,True,95.72368421052632
164,ARCH 552,Arch Design V,Architecture & Urban Planning,AUP,College of Architecture & Urban Planning,ARCH,552,3.6118750000000004,320,500.0,False,0.3125,False,64.375
165,ARCH 553,American Arch,Architecture & Urban Planning,AUP,College of Architecture & Urban Planning,ARCH,553,3.7783132530120476,83,500.0,False,0.0,False,80.72289156626506
166,ARCH 562,Arch Design VI,Architecture & Urban Planning,AUP,College of Architecture & Urban Planning,ARCH,562,3.693055555555557,288,500.0,False,0.3472222222222222,False,80.20833333333334
167,ARCH 571,Adv Digital Fab,Architecture & Urban Planning,AUP,College of Architecture & Urban Planning,ARCH,571,3.7911764705882356,34,500.0,False,0.0,True,94.11764705882352
168,ARCH 572,Arch Theory&Crit,Architecture & Urban Planning,AUP,College of Architecture & Urban Planning,ARCH,572,3.6119834710743803,242,500.0,False,0.8264462809917356,False,71.07438016528926
169,ARCH 583,Professnl Pract,Architecture & Urban Planning,AUP,College of Architecture & Urban Planning,ARCH,583,3.5441767068273093,249,500.0,False,0.0,False,61.84738955823293
170,ARCH 603,Sem Arch History,Architecture & Urban Planning,AUP,College of Architecture & Urban Planning,ARCH,603,3.885507246376811,69,600.0,False,0.0,True,94.20289855072464
171,ARCH 660,Thesis Res&Dev Sem,Architecture & Urban Planning,AUP,College of Architecture & Urban Planning,ARCH,660,3.729225352112676,284,600.0,False,0.35211267605633806,False,80.98591549295774
172,ARCH 662,Thesis Studio,Architecture & Urban Planning,AUP,College of Architecture & Urban Planning,ARCH,662,3.69963503649635,274,600.0,False,0.36496350364963503,False,73.35766423357664
173,ARCH 672,Arch Design VII,Architecture & Urban Planning,AUP,College of Architecture & Urban Planning,ARCH,672,3.6644128113879004,281,600.0,False,0.0,False,68.68327402135232
174,ARTDES 100,Studio: Drawing I,Stamps School of Art & Design,ART,School Of Art And Design,ARTDES,100,3.661883408071749,446,100.0,False,0.8968609865470852,False,73.76681614349776
175,ARTDES 105,Studio: Drawing II,Stamps School of Art & Design,ART,School Of Art And Design,ARTDES,105,3.4885964912280705,342,100.0,False,2.923976608187134,False,62.86549707602339
176,ARTDES 115,Studio: 2D,Stamps School of Art & Design,ART,School Of Art And Design,ARTDES,115,3.6473544973544976,378,100.0,False,1.3227513227513228,False,75.13227513227513
177,ARTDES 120,Studio: 3D,Stamps School of Art & Design,ART,School Of Art And Design,ARTDES,120,3.5372222222222223,360,100.0,False,0.2777777777777778,False,60.27777777777777
178,ARTDES 125,Studio: 4D,Stamps School of Art & Design,ART,School Of Art And Design,ARTDES,125,3.5817891373801922,313,100.0,False,0.3194888178913738,False,61.980830670926515
179,ARTDES 129,First Year Writing,Stamps School of Art & Design,ART,School Of Art And Design,ARTDES,129,3.696774193548387,31,100.0,False,0.0,False,83.87096774193549
180,ARTDES 130,Methods of Inquiry,Stamps School of Art & Design,ART,School Of Art And Design,ARTDES,130,3.4230529595015584,321,100.0,False,2.1806853582554515,False,51.71339563862928
181,ARTDES 150,Art and Design in Context,Stamps School of Art & Design,ART,School Of Art And Design,ARTDES,150,3.7165289256198353,363,100.0,False,0.5509641873278237,False,78.51239669421489
182,ARTDES 151,Art and Design History,Stamps School of Art & Design,ART,School Of Art And Design,ARTDES,151,3.1691876750700283,357,100.0,True,7.282913165266107,False,40.61624649859944
183,ARTDES 155,1st Year Seminar,Stamps School of Art & Design,ART,School Of Art And Design,ARTDES,155,3.562732919254659,161,100.0,False,2.484472049689441,False,68.32298136645963
184,ARTDES 172,Painting for Non-Majors,Stamps School of Art & Design,ART,School Of Art And Design,ARTDES,172,3.6887096774193546,62,100.0,False,1.6129032258064515,False,77.41935483870968
185,ARTDES 176,Graphic Design for Non-Majors,Stamps School of Art & Design,ART,School Of Art And Design,ARTDES,176,3.6353293413173646,167,100.0,False,1.7964071856287425,False,71.8562874251497
186,ARTDES 190,Photoshop,Stamps School of Art & Design,ART,School Of Art And Design,ARTDES,190,3.7573033707865164,178,100.0,False,2.247191011235955,False,83.70786516853933
187,ARTDES 192,Illustrator,Stamps School of Art & Design,ART,School Of Art And Design,ARTDES,192,3.8405940594059405,101,100.0,False,0.0,False,83.16831683168317
188,ARTDES 193,Web Design,Stamps School of Art & Design,ART,School Of Art And Design,ARTDES,193,3.9484848484848487,33,100.0,False,0.0,True,93.93939393939394
189,ARTDES 195,Working with Wood,Stamps School of Art & Design,ART,School Of Art And Design,ARTDES,195,3.9333333333333336,42,100.0,False,0.0,True,97.61904761904762
190,ARTDES 197,Sewing,Stamps School of Art & Design,ART,School Of Art And Design,ARTDES,197,3.7499999999999996,66,100.0,False,1.5151515151515151,False,81.81818181818183
191,ARTDES 200,Introductory Studios,Stamps School of Art & Design,ART,School Of Art And Design,ARTDES,200,3.452941176470589,51,200.0,False,1.9607843137254901,False,56.86274509803921
192,ARTDES 210,Typography,Stamps School of Art & Design,ART,School Of Art And Design,ARTDES,210,3.2854545454545456,110,200.0,False,0.9090909090909091,False,39.09090909090909
193,ARTDES 220,Sophomore Studio,Stamps School of Art & Design,ART,School Of Art And Design,ARTDES,220,3.389473684210526,247,200.0,False,2.0242914979757085,False,47.368421052631575
194,ARTDES 243,Introduction to Animation,Stamps School of Art & Design,ART,School Of Art And Design,ARTDES,243,3.7131578947368418,38,200.0,False,0.0,False,73.68421052631578
195,ARTDES 270,Visualizing and Depicting,Stamps School of Art & Design,ART,School Of Art And Design,ARTDES,270,3.549350649350649,77,200.0,False,0.0,False,64.93506493506493
196,ARTDES 275,Comp Graph Des I,Stamps School of Art & Design,ART,School Of Art And Design,ARTDES,275,3.778378378378378,74,200.0,False,1.3513513513513513,False,85.13513513513513
197,ARTDES 300,Special Topics in Art and Design,Stamps School of Art & Design,ART,School Of Art And Design,ARTDES,300,3.843181818181818,132,300.0,False,0.0,False,87.12121212121212
198,ARTDES 349,Vis Ident Brand,Stamps School of Art & Design,ART,School Of Art And Design,ARTDES,349,3.7205882352941178,34,300.0,False,0.0,False,76.47058823529412
199,ARTDES 398,Academic Seminar,Stamps School of Art & Design,ART,School Of Art And Design,ARTDES,398,3.708,75,300.0,False,0.0,False,76.0
200,ARTDES 399,Writing in Art and Design,Stamps School of Art & Design,ART,School Of Art And Design,ARTDES,399,3.5068181818181814,176,300.0,False,1.1363636363636365,False,58.52272727272727
201,ARTDES 400,Advanced Studios,Stamps School of Art & Design,ART,School Of Art And Design,ARTDES,400,3.5959459459459455,74,400.0,False,1.3513513513513513,False,68.91891891891892
202,ARTDES 498,Sculpture Workshop,Stamps School of Art & Design,ART,School Of Art And Design,ARTDES,498,3.3075757575757576,132,400.0,False,3.0303030303030303,False,44.696969696969695
203,ARTDES 499,Int Project II,Stamps School of Art & Design,ART,School Of Art And Design,ARTDES,499,3.570344827586207,145,400.0,False,3.4482758620689653,False,68.96551724137932
204,ARTSADMN 406,Special Topics,"Music, Theatre & Dance",MUS,"School of Music, Theatre and Dance",ARTSADMN,406,3.8846153846153846,169,400.0,False,0.0,True,92.89940828402366
205,ARTSADMN 506,Special Topics,"Music, Theatre & Dance",MUS,"School of Music, Theatre and Dance",ARTSADMN,506,3.9451612903225803,31,500.0,False,0.0,True,96.7741935483871
206,ASIAN 204,East Asia: Early Transformations,"Literature, Science & the Arts",LSA,Asian Languages And Cultures,ASIAN,204,3.207594936708861,79,200.0,False,1.2658227848101267,False,43.037974683544306
207,ASIAN 205,Modern East Asia,"Literature, Science & the Arts",LSA,Asian Languages And Cultures,ASIAN,205,3.333333333333333,66,200.0,True,10.606060606060606,False,54.54545454545454
208,ASIAN 210,The Philippines:  Culture and History,"Literature, Science & the Arts",LSA,Asian Languages And Cultures,ASIAN,210,3.6303030303030304,33,200.0,False,3.0303030303030303,False,78.78787878787878
209,ASIAN 225,Classical Hinduism,"Literature, Science & the Arts",LSA,Asian Languages And Cultures,ASIAN,225,3.8066666666666666,30,200.0,False,0.0,False,86.66666666666667
210,ASIAN 230,Introduction to Buddhism,"Literature, Science & the Arts",LSA,Asian Languages And Cultures,ASIAN,230,3.612631578947369,285,200.0,False,0.7017543859649122,False,72.28070175438597
211,ASIAN 231,Intro Tibet Buddhism,"Literature, Science & the Arts",LSA,Asian Languages And Cultures,ASIAN,231,3.4163043478260873,92,200.0,False,4.3478260869565215,False,61.95652173913043
212,ASIAN 235,Introduction to Asian Studies,"Literature, Science & the Arts",LSA,Asian Languages And Cultures,ASIAN,235,3.7909090909090906,110,200.0,False,0.9090909090909091,False,80.9090909090909
213,ASIAN 258,Food and Drink of Asia,"Literature, Science & the Arts",LSA,Asian Languages And Cultures,ASIAN,258,3.5857142857142854,119,200.0,False,4.201680672268908,False,76.47058823529412
214,ASIAN 260,Introduction to Chinese Civilization,"Literature, Science & the Arts",LSA,Asian Languages And Cultures,ASIAN,260,3.5292307692307694,195,200.0,False,2.051282051282051,False,67.17948717948717
215,ASIAN 261,Introduction to Modern Chinese Culture,"Literature, Science & the Arts",LSA,Asian Languages And Cultures,ASIAN,261,3.6735849056603773,106,200.0,False,1.8867924528301887,False,77.35849056603774
216,ASIAN 274,Introduction to Korean Civilization,"Literature, Science & the Arts",LSA,Asian Languages And Cultures,ASIAN,274,3.470967741935484,31,200.0,True,6.451612903225806,False,67.74193548387096
217,ASIAN 280,Topics in Asian Studies,"Literature, Science & the Arts",LSA,Asian Languages And Cultures,ASIAN,280,3.675555555555555,45,200.0,False,0.0,False,75.55555555555556
218,ASIAN 292,Introduction to Japanese Art and Culture,"Literature, Science & the Arts",LSA,Asian Languages And Cultures,ASIAN,292,3.6,32,200.0,False,3.125,False,71.875
219,ASIAN 325,"Zen:  History, Culture, and Critique","Literature, Science & the Arts",LSA,Asian Languages And Cultures,ASIAN,325,3.593548387096775,93,300.0,False,0.0,False,69.89247311827957
220,ASIAN 367,Languages of Asia,"Literature, Science & the Arts",LSA,Asian Languages And Cultures,ASIAN,367,3.790322580645162,31,300.0,False,0.0,False,83.87096774193549
221,ASIAN 376,Controversies in Contemporary Korea,"Literature, Science & the Arts",LSA,Asian Languages And Cultures,ASIAN,376,3.7838709677419358,31,300.0,False,0.0,False,87.09677419354838
222,ASIAN 377,K-Pop and Beyond: Popular Culture and Korean Society,"Literature, Science & the Arts",LSA,Asian Languages And Cultures,ASIAN,377,3.42,30,300.0,False,3.3333333333333335,False,63.33333333333333
223,ASIAN 385,Love in Kor Lit&Cin,"Literature, Science & the Arts",LSA,Asian Languages And Cultures,ASIAN,385,3.8699999999999997,30,300.0,False,0.0,True,90.0
224,ASIAN 397,Mini Course in Asian Studies,"Literature, Science & the Arts",LSA,Asian Languages And Cultures,ASIAN,397,3.5419354838709682,31,300.0,False,0.0,False,61.29032258064516
225,ASIAN 458,Film Culture in Korea,"Literature, Science & the Arts",LSA,Asian Languages And Cultures,ASIAN,458,2.990625,32,400.0,False,18.75,False,50.0
226,ASIANLAN 100,Accelerated Elementary Chinese,"Literature, Science & the Arts",LSA,Asian Languages And Cultures,ASIANLAN,100,3.5398058252427185,103,100.0,True,6.796116504854369,False,68.93203883495146
227,ASIANLAN 101,First Year Chinese I,"Literature, Science & the Arts",LSA,Asian Languages And Cultures,ASIANLAN,101,3.2159574468085106,94,100.0,False,4.25531914893617,False,45.744680851063826
228,ASIANLAN 102,First Year Chinese II,"Literature, Science & the Arts",LSA,Asian Languages And Cultures,ASIANLAN,102,3.285279187817259,197,100.0,False,4.060913705583756,False,49.746192893401016
